Income,samptype,borough,a01,a03,a04,a05,a06,a07,a08,a09,a10,a11,a12,a13,b01,b02,b03,b04,b05_1,b05a_1,b05b_1,b05c_1,b05_2,b05a_2,b05b_2,b05c_2,b05_3,b05a_3,b05b_3,b05c_3,b05_4,c01_1,c01a_1,c01b_1,fcs2a,fcs3,fcs4,d01,d01_a,d01_b,d01_c,d01_d,d02,d03,d03_a,d03_b,d03_c,d03_d,d04,e01,e02,f01_1,f02,f02_1,f02_2,f05,f06,f07,f08,f10,f12,f13,f14,m01,m02,m03,m03_a,m04,m05,m06,m07,m08,m16,m17,m18,m19,m21,m23,m23_c,m23_d,m23_e,m23_f,m23_g,m24,m29,m29_a,m30,m30_a,n01,n02,n02_a,n03,n04,n04_a,n05,n06,n07,n08,n09,n09_a,n09_b,n09_c,n09_d,n09_e,n09_f,n09_g,n29,n30,n31,n32,n33,n42,n43,n51,n52,n53,n54,n55,o01,o02,o03,o04,o05,o06,o07,o08,o09,o10,o11,o14,o18_a,o18_b,o21,o21_a,o27,o28,p01,p08,p10,p19,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,wa1,wa2,wa3,wa4,wa5,r01,r02,r03,r04,r05,r07,r08,r09,r23,houpeo,hhadul,houchild,fampeo,famadul,famchild,w3cphhwt,w3cpppwt,partner,phones,intmo,educ_sp,educ,sex,sexedu,mleshi,mhisch,msmcol,mcolleg,fleshi,fhisch,fsmcol,fcolleg,race,white,black,hisp,orace,r_age,agepart,avage,age,ag18_24,ag25_34,ag35_44,ag45_64,ag65m,marrcoh,single,indnok,indwk,ftype,w3cninwt,w3cnfmwt,w3cnhhwt,hlth,hlth4,adgdhlth,adfrhlth,adprhlth,nodisab,educ_r,hs,lshs,hsged,smcol,college,assets,liquid,liquid10,liquid25,ownhome,mkthome,owehome,nethome,owncar,mktcar,owecar,netcar,brw000,brw00,emp,ftw_r,ftw_s,ftwork,fpovline,pov150,poor,pov4,affl,inc150,mead_inc,obs,abovemed,nhunger,utibill,rathou,houqual,rooms,averm,onerm,nbgood,nbsafe,crime,hi_r,hi_s,hi_k,hlthins,ratnyc,police,ratsch,kids,rage_c,age18_24,age45_59,age60m,immig2,efrouse,infants,preschs,schage,ch3_6,ch5_12,und12_n,cc_use,lowman,brookgz,statigz,proxi,psex,women,men,rwork,spwork,womwork,menwork,anywork,totwom,totmen,twomwk,tmenwk,emprate,empratem,empratew,singnok,singwk,marnok,marwk,qkey,cr05,unemp,xunemp,xunemp2,socsec,xsocsec,xsocsec2,pension,xpension,xpensio2,interest,xinter,xinter2,rental,xrental,xrental2,alimony,xalimon,xalim2,giftmon,xgiftmon,xgiftmo2,ssi,xssi,xssi2,foodstam,xfoodst,xfdstmp2,welfare,xwelf,xwelf2,sumch6,anych6,blackx,hispanic,immig,immigran,rdisab,cdisab,r_hs,r_post,r_hied,r_sex,r_agex,r_agesq,work_r,work_s,primary,prhseduc,prposths,prhied,sexpart,pr_sex,agepartx,tempagepx,tempagpmx,pr_age,pr_agesq,auxpoor,auxrich,auxold,sexprhs,sexprpos,sexprhie,sexprchi,sexprch6,workmos,workhrs,secondar,i_inter,r_inter,i_gift,r_gift,i_foodst,r_foodst,i_socsec,r_socsec,i_welf,r_welf,i_rental,r_rental,i_pens,r_pens,i_unemp,r_unemp,i_alimon,r_alimon,i_ssi,r_ssi,charity
80100,1,2,1,1,2,1,1,2,2,8,1,2,2,3,5,5,31,2,1,11,2,35,2,,,,,,,,,,,,,,,11,,,,,2,,,,,,,2,2,1,,,,2,1,1800,1,2,60,1,2,1,2,1,,5,1,2,2,2,,,,2,2,3,1200,,12,14400,1,2,2,,2,,1,1,,,,,12,55,,,4,,,,75000,,75000,1,1,1,8,,120000,1,6000,1,1,,1,2000,2,2,2,1,1,2,2,2,,2,2,2,100,2,,,2,2,2,2,2,2,2,2,5,,2,2,2,2,4,2,2,2,1,1,1,2,1,8,70,1,97,1,,1,2,2,0,1,1,0,3.601727486,4947.237305,0,1,0,,4,2,8,0,0,0,0,0,0,0,1,1,1,0,0,0,31,,31,2,0,1,0,0,0,0,1,1,0,1,5947.166016,5947.166016,2973.583008,1,1,0,0,0,1,4,1,0,0,0,1,120000,1,1,1,0,0,0,0,1,6000,0,6000,1,1,1,1,,1,8590,12885,0,34360,1,1,21000.00195,298,1,,,1,,5,2.5,1,1,1,1,1,,,1,1,1,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,0,1,,1,0,1,782,673,456,497,0.654982805,0.738484383,0.583120227,1,0,0,0,14001,1,0,0,0,0,0,0,0,0,0,100,100,10,5000,5000,70.7106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,31,961,1,,1,1,1,1,0,0,0,,41.48656082,31,961,0,1,0,0,0,0,0,0,12,55,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14319,1,1,19,8,1,2,1,4,4,4,1,2,2,1,5,5,19,1,1,3,2,99,2,,,,,,,,,9,2,7,,,,5,,,1,,2,,,,,,,2,2,,,,,,,,2,,,2,9,1,2,19,,4,1,2,2,2,,,,2,2,9,,,,,,9,2,,2,,1,1,,,,,4,40,,,9,,,,,,,,1,1,1,8,9,2,,1,2,,1,1500,2,2,2,2,2,2,2,2,,2,2,2,,,,,2,2,2,2,2,2,2,1,2,1,1,2,2,2,4,2,2,2,2,2,2,2,1,3,99,1,1,1,,1,3,2,1,1,1,0,2.535856009,3483.18457,0,1,0,,3,1,3,0,0,1,0,0,0,0,0,1,1,0,0,0,19,,19,1,1,0,0,0,0,0,1,1,0,1,6636.552734,6636.552734,3318.276367,1,1,0,0,0,1,3,1,0,0,1,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,,0,8590,12885,0,34360,0,1,21000.00195,195,0,1,1,1,1,4,1.333333373,1,1,1,1,0,,,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,,0,1,1,782,673,456,497,0.654982805,0.738484383,0.583120227,1,0,0,0,14003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,1,19,361,1,,1,1,1,0,0,1,0,,41.48656082,19,361,0,0,0,1,1,0,0,0,4,40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13593,1,1,18,1,3,3,3,3,3,8,1,2,2,1,5,5,18,1,1,3,2,38,2,,,,,,,,,,,,,,,4,,,,,1,,,,,,,2,2,,,8,,,,,,,,2,8,1,8,1,,3,3,2,2,5,,,,,,,,,,,,,2,,2,,1,1,,,,,12,24,,,1,280,,,,12,13440,1,1,1,8,,8,2,,1,8,,2,,2,2,2,2,2,2,1,2,1,2,2,2,,,8,8,2,2,2,2,2,2,2,2,2,,1,2,2,1,2,2,2,2,2,2,2,2,2,2,84,4,,,98,1,2,2,0,1,1,0,1.965401888,2699.624023,0,1,0,,2,1,2,0,1,0,0,0,0,0,0,2,0,1,0,0,18,,18,1,1,0,0,0,0,0,1,1,0,1,6475.244141,6475.244141,3237.62207,1,1,0,0,0,1,2,1,0,1,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,,0,8590,12885,0,34360,0,1,21000.00195,188,0,1,1,0,1,3,1.5,1,0,1,1,,,,,1,0,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,,0,1,1,782,673,456,497,0.654982805,0.738484383,0.583120227,1,0,0,0,14004,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,404.5105286,20.11244774,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,18,324,1,,1,1,0,0,0,1,0,,41.48656082,18,324,0,0,0,1,0,0,0,0,12,24,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34176,1,4,4,2,1,2,2,2,3,3,4,2,2,1,1,1,23,2,1,1,1,21,1,8,1,36,1,7,1,19,1,0,1,1,,0,1,1,8,,,,2,2,,8,,,2,4,2,,2,,,,,,,,,2,2,1,1,0,4,4,3,1,2,2,,,,1,2,3,150,,12,1800,1,1,1,3,2,,2,1,,1,1,,12,98,12,48,8,,,,,,,,2,,2,,8,2,,2,,8,2,,2,2,2,2,2,2,2,2,,2,2,2,,,,,2,8,2,2,2,2,2,2,5,,2,2,2,2,1,2,2,2,3,2,1,1,4,2,78,8,,,2001,2,7,6,1,3,2,1,1.478122711,2030.310181,1,1,2,1,1,2,5,0,0,0,0,1,0,0,0,3,0,0,1,0,23,21,22,1,1,0,0,0,0,1,0,0,1,4,5617.836914,2808.918457,936.3061523,0,3,0,1,0,1,1,0,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,,1,1,14630,21945,0,58520,0,1,46438.25781,24,0,1,1,0,0,4,0.571428597,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,782,673,456,497,0.654982805,0.738484383,0.583120227,0,0,0,1,14005,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,1,1,0,0,0,0,0,0,23,529,1,1,1,0,0,0,2,0,21,21,41.48656082,23,529,0,0,0,0,0,0,0,0,12,42.29999924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9074,1,4,19,1,1,2,3,1,2,2,2,2,2,1,5,5,19,2,1,3,1,46,1,7,1,19,1,3,2,42,2,15,1,7,,,,7,,,,1,1,,,,,,,2,2,,,,,,2,,2,,,8,2,3,,13,,4,1,2,2,1,98,98,8,,,,,,,,,,2,,2,,1,1,,,,,2,40,,,4,,,,7777,,7777,8,2,,2,,8,2,,1,2,,1,8,2,2,2,2,2,2,1,2,1,2,2,2,,,8,8,2,2,2,2,2,2,2,2,8,,2,2,2,2,3,2,2,2,1,1,2,1,4,2,82,1,4,4,,1,5,4,1,1,1,0,2.212916851,3039.604004,0,1,0,,3,2,7,0,0,0,0,0,0,1,0,3,0,0,1,0,19,,19,1,1,0,0,0,0,0,1,1,0,1,4359.372559,4359.372559,1089.84314,1,1,0,0,0,1,3,1,0,0,1,0,,,,,1,,,,0,0,0,0,1,1,1,0,,0,8590,12885,1,34360,0,0,21000.00195,347,0,1,1,1,1,4,0.800000012,0,1,1,1,0,,,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,,1,0,1,782,673,456,497,0.654982805,0.738484383,0.583120227,1,0,0,0,14007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,404.5105286,20.11244774,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,1,0,0,19,361,1,,1,1,1,0,0,0,0,,41.48656082,19,361,0,0,0,0,0,0,0,0,2,40,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,1,2,17,2,1,4,1,3,3,4,2,2,2,3,5,5,22,1,1,8,2,98,1,8,1,98,2,,,,,,,,,,,4,,,,,1,,,,,,,1,2,,,,,,,,,1,30,2,2,1,2,17,,4,3,2,2,5,,,,,,,,,,,,,2,,2,,1,2,2,,,,,,,,,,,,,,,,,,,,3000,2,,1,1,,1,1000,2,2,2,2,2,2,1,2,1,2,2,2,,,5000,1500,2,2,1,2,2,2,2,1,2,2,2,2,2,2,4,2,2,2,2,2,1,2,2,8,80,7,,,1986,1,3,3,0,1,1,0,2.407115936,3306.350586,0,1,0,,2,1,2,0,1,0,0,0,0,0,0,2,0,1,0,0,22,,22,1,1,0,0,0,0,0,1,1,0,1,7930.522461,7930.522461,2643.507568,1,1,0,0,0,1,2,1,0,1,0,0,3000,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,0,8590,12885,1,34360,0,0,21000.00195,46,0,1,1,0,1,4,1.333333373,1,0,1,1,0,,,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,,0,1,1,782,673,456,497,0.654982805,0.738484383,0.583120227,1,0,0,0,14011,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1500,38.7298317,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,22,484,0,,1,1,0,0,0,1,0,,41.48656082,22,484,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31000,1,4,8,1,3,3,1,1,3,4,4,2,1,2,5,5,24,1,1,3,1,47,1,3,2,47,1,4,2,82,2,,,,,,,11,,,,,1,,,,,,,3,2,1,,,,2,8,,2,,,2,2,1,2,5,,4,3,1,1,5,,,,,,,,,,,,,2,,2,,1,1,,,,,12,30,,,4,,,,30000,,30000,1,2,,2,,7,1,1500,1,2,,2,,2,2,2,2,2,2,1,2,1,2,2,2,,,1000,1000,2,2,2,2,2,2,2,2,1,,2,2,2,1,2,2,2,2,2,2,2,2,1,4,77,97,,,1994,1,4,4,0,1,1,0,3.712805033,5099.810547,0,1,0,,4,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,24,,24,1,1,0,0,0,0,0,1,1,0,1,9563.896484,9563.896484,2390.974121,1,2,1,0,0,1,4,1,0,0,0,1,250,1,0,0,0,0,0,0,1,1500,0,1500,1,1,1,0,,0,8590,12885,0,34360,0,1,21000.00195,155,1,,,0,,4,1,1,0,0,0,1,,,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,,0,1,1,782,673,456,497,0.654982805,0.738484383,0.583120227,1,0,0,0,14014,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,31.62277603,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,1,1,1,1,24,576,1,,1,1,1,1,0,1,0,,41.48656082,24,576,0,0,0,1,1,1,0,0,12,30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26716,1,4,18,3,8,3,8,3,8,3,8,2,2,8,5,2,32,2,2,,,,,,,,,,,,,8,2,1,10,99,9,4,,,,,2,98,,,,,8,3,2,8,1,8,,2,,,2,,,8,2,3,,2,,2,1,2,2,2,,,,2,2,3,450,,98,,,8,2,,2,,1,1,,1,8,,12,40,,,8,,,,,,,,1,1,2,,8,2,,2,,2,2,,1,2,2,2,2,2,2,2,,2,1,2,,,,,2,2,2,2,2,2,2,2,8,,8,2,2,2,4,2,2,2,1,1,1,2,3,6,69,97,,,1984,1,3,1,2,4,2,2,1.190053582,1634.626099,1,1,0,,2,2,6,0,0,0,0,0,1,0,0,4,0,0,0,1,32,41.53856659,36.76928329,3,0,0,1,0,0,1,0,0,1,4,3052.944824,1526.472412,3052.944824,1,2,1,0,0,1,2,1,0,1,0,0,1250,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,17650,26475,0,70600,0,1,37000,6,0,1,1,1,1,2,0.666666687,0,0,,1,1,1,1,1,0,0,0,1,2,0,0,0,1,0,0,0,2,0,2,2,1,0,0,0,0,1,1,1,1,1,1,1,1,782,673,456,497,0.654982805,0.738484383,0.583120227,0,0,0,1,14017,26,,341.6796265,18.48457718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,169.9890289,13.03798389,0,0,0,0,0,,0,1,1,0,0,1,0,0,0,32,1024,1,,1,1,0,0,0,0,41.48656082,,41.48656082,32,1024,0,0,0,0,0,0,0,0,12,40,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5100,1,4,23,1,1,2,2,3,2,2,1,2,2,3,5,5,23,1,1,3,2,49,2,,,,,,,,,,,,,,,7,,,,5,1,,,,,,,1,2,,,,,,,,,,,2,2,2,,22,,3,2,2,1,5,,,,,,,,,,,,,2,,2,,2,1,,,,,1,15,,,8,,,,,,,,2,,2,,8,2,,2,,1,1,2000,2,2,2,2,2,2,1,2,1,2,2,2,,,500,100,2,2,2,2,2,2,2,2,3,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,78,1,1,1,,1,2,2,0,1,1,0,2.535856009,3483.18457,0,1,0,,3,1,3,0,0,1,0,0,0,0,0,1,1,0,0,0,23,,23,1,1,0,0,0,0,0,1,1,0,1,6636.552734,6636.552734,3318.276367,1,1,0,0,0,1,3,1,0,0,1,0,250,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,8590,12885,1,34360,0,0,21000.00195,80,0,1,1,1,0,3,1.5,1,1,1,1,0,,,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,0,0,782,673,456,497,0.654982805,0.738484383,0.583120227,1,0,0,0,14020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,10,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,1,23,529,1,,1,1,1,0,0,1,0,,41.48656082,23,529,0,0,0,1,1,0,0,0,1,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51240,1,2,58,3,2,2,1,3,3,3,2,2,2,1,1,1,58,1,1,1,2,46,2,,,,,,,,,,,,,,,7,,,,5,2,6,,,,,2,2,2,1,1,1,,2,1,1500,2,,,2,2,1,2,17,,3,2,2,2,2,,,,2,2,4,,8000,,8000,2,1,2,,2,,1,2,2,1,1,,,,12,40,,,,,,,,,1,1,1,2,7,2,,2,,1,2,,2,2,2,1,2,2,1,2,,2,2,2,1200,2,800,40,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,44,1,1,1,,1,2,2,0,2,2,0,1.431820273,1966.710327,1,1,0,3,3,1,3,0,0,1,0,0,0,0,0,2,0,1,0,0,58,46,52,4,0,0,0,1,0,1,0,1,0,3,4601.195313,2300.597656,2300.597656,1,1,0,0,0,1,3,1,0,0,1,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,1,11610,17415,0,46440,1,1,42400,284,1,,,1,,3,1.5,1,1,1,1,1,1,,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,782,673,456,497,0.654982805,0.738484383,0.583120227,0,0,1,0,14022,1,0,0,0,0,0,0,0,0,0,1200,1200,34.64101791,0,0,0,0,0,0,40,40,6.324555397,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,58,3364,0,1,0,1,1,0,1,0,46,46,41.48656082,46,2116,0,1,0,0,0,0,0,0,12,40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8400,1,4,27,2,3,1,3,3,1,3,1,2,2,3,5,5,27,1,1,7,1,23,1,3,1,54,1,3,2,40,2,10,1,7,,,,4,,,,,2,,,,,,,1,2,1,,,,2,2,,2,,,1,8,3,,27,,12,1,2,2,2,,,,2,2,3,2000,,1,2000,1,2,2,,1,2,1,1,,,,,3,30,,,2,,1400,,,3,8400,1,2,,2,,700000,2,,1,1,,1,15000,2,2,2,2,2,2,2,2,,2,2,2,,,,,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,2,2,2,2,1,1,2,2,3,75,1,97,97,,1,5,4,1,1,1,0,1.38974905,1908.922485,0,2,0,,2,1,2,0,1,0,0,0,0,0,0,2,0,1,0,0,27,,27,2,0,1,0,0,0,0,1,1,0,1,5017.078613,5017.078613,1254.269653,1,1,0,0,0,1,2,1,0,1,0,0,700000,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,,0,8590,12885,1,34360,0,0,21000.00195,444,0,1,1,1,1,12,2.400000095,1,1,1,1,1,,,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,,0,1,1,782,673,456,497,0.654982805,0.738484383,0.583120227,1,0,0,0,14025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,27,729,1,,1,1,0,0,0,1,0,,41.48656082,27,729,0,0,0,1,0,0,0,0,3,30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,1,1,7,1,2,3,3,1,3,3,2,1,2,1,5,5,22,2,2,,,,,,,,,,,,,3,1,1,,3,1,7,,,,5,1,,,,,,,4,2,4,,,,1,,,1,2,600,2,2,1,2,2,,1,3,1,1,2,,,,1,1,3,60,,12,720,1,8,2,,2,,2,2,2,,,,,,,,,,,,,,,,,,,,8,2,,2,,1,2,,2,2,2,2,2,1,2,2,1,2,1,1,,,,,2,1,1,1,2,,2,2,2,,2,2,2,2,1,2,2,1,,1,2,1,4,3,79,4,,,1995,1,2,1,1,2,1,1,0.512556732,704.0343628,0,1,0,,3,2,7,0,0,0,0,0,0,1,0,3,0,0,1,0,22,,22,1,1,0,0,0,0,0,1,0,1,2,884.4981079,884.4981079,884.4981079,0,3,0,1,0,1,3,1,0,0,1,0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,,0,11610,17415,1,46440,0,0,42400,335,0,1,0,0,0,1,0.5,0,0,1,0,1,,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,,1,0,0,,0,0,0,782,673,456,497,0.654982805,0.738484383,0.583120227,0,1,0,0,14035,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,600,24.49489784,0,0,0,0,0,0,1300,1300,36.05551147,1308,1308,36.16628265,1,1,,1,1,1,0,0,1,1,0,0,22,484,0,,1,1,1,0,0,0,0,,41.48656082,22,484,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39000,1,1,7,2,3,1,1,3,3,1,1,2,2,2,1,1,37,1,1,1,2,37,2,,,,,,,,,12,2,1,2,7,1,1,2,,,,2,2,,2,,,2,2,2,1,1,2,,2,2,,1,2,125,2,1,3,,2,,6,2,2,2,2,,,,2,2,3,700,,12,8400,1,1,2,,2,,1,1,,2,2,2,12,35,,,4,,,,39000,,39000,1,2,,2,,15000,2,,1,2,,1,1500,2,2,2,2,2,2,2,2,,2,2,2,,,,,2,1,2,2,2,2,2,1,2,1,2,2,2,2,4,1,2,2,2,2,2,1,4,7,65,1,3,3,,1,4,2,2,4,2,2,0.474040657,651.1296997,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,3,0,0,1,0,37,37,37,3,0,0,1,0,0,1,0,0,1,4,3292.918213,1646.459106,1646.459106,1,1,0,0,0,1,1,0,1,0,0,0,15000,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,17650,26475,0,70600,0,1,37000,81,1,,,1,,6,1.5,1,1,1,1,1,1,1,1,1,0,1,1,2,0,0,0,0,0,0,0,2,0,2,2,1,0,0,0,0,2,1,1,1,0,0,1,1,782,673,456,497,0.654982805,0.738484383,0.583120227,0,0,0,1,14036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,37,1369,1,0,1,0,0,0,1,1,37,37,41.48656082,37,1369,0,0,0,0,0,0,2,0,12,35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,1,2,2,1,3,1,3,4,4,8,2,2,2,3,5,5,50,2,1,7,2,35,2,,,,,,,,,,,8,,,,7,,,,5,1,,,,,,,3,2,,,,,,,,,,,2,2,1,2,2,,4,3,2,2,5,,,,,,,,,,,,,2,,1,2,2,2,1,,,,2,10,,,4,,,,500,,500,1,2,,2,,0,2,,1,1,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,2,1,2,2,2,2,2,5,,1,2,2,2,1,2,2,2,2,3,2,2,2,8,52,97,,,99,1,2,2,0,1,1,0,1.268087745,1741.811646,0,2,0,,3,2,7,0,0,0,0,0,0,1,0,2,0,1,0,0,50,,50,4,0,0,0,1,0,0,1,1,0,1,2478.980225,2478.980225,1239.490112,1,2,1,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,8590,12885,1,34360,0,0,21000.00195,399,0,1,1,0,1,4,2,1,1,1,1,0,,,0,1,0,,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,0,0,782,673,456,497,0.654982805,0.738484383,0.583120227,1,0,0,0,14043,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,50,2500,1,,1,1,1,0,0,0,0,,41.48656082,50,2500,0,0,0,0,0,0,0,0,2,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20280,1,1,18,1,2,3,2,2,3,3,3,2,2,1,5,5,44,2,2,,,,,,,,,,,,,16,2,1,,16,2,1,2,,,,2,,,,,,,3,2,2,,,,2,1,8,1,2,60,1,1,1,2,8,,4,3,2,1,2,,,,2,1,9,,,,,,8,2,,2,,1,1,,,,,12,40,,,9,,,,,,,,1,1,2,,9,2,,1,2,,2,,9,2,2,2,2,2,2,2,,2,1,2,,,,,2,2,2,2,2,2,2,2,5,,2,2,2,2,1,1,2,2,2,2,2,1,4,6,57,97,,,1982,2,2,1,1,2,1,1,0.900100052,1236.353516,0,1,0,,1,2,5,0,0,0,0,1,0,0,0,3,0,0,1,0,44,,44,3,0,0,1,0,0,0,1,0,1,2,2447.803467,2447.803467,2447.803467,1,2,1,0,0,1,1,0,1,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,1,,1,11610,17415,0,46440,0,1,42400,127,0,1,1,0,0,4,2,1,0,0,1,1,,1,1,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,,1,0,1,782,673,456,497,0.654982805,0.738484383,0.583120227,0,1,0,0,14045,63,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,7.07106781,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,44,1936,1,,1,0,0,0,0,0,0,,41.48656082,44,1936,0,0,0,0,0,0,0,0,12,40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0
